domain|urls|paths|subdomains|proto
billtmiller.com|http://billtmiller.com/obe/blood.htm|/obe/blood.htm||HTTPS;HTTP
communityguide.com|http://communityguide.com/monmouth.html|/monmouth.html||HTTP
alumni.net|http://spanish.alumni.net/north_america/united_states_of_america/kentucky/lexington/transylvania_university/holy_order_of_wus/;http://japanese.alumni.net/north_america/united_states_of_america/kentucky/lexington/transylvania_university/holy_order_of_wus/;http://french.alumni.net/north_america/united_states_of_america/kentucky/lexington/transylvania_university/holy_order_of_wus/;http://www.alumni.net/north_america/united_states_of_america/kentucky/lexington/transylvania_university/holy_order_of_wus/;http://chinese.alumni.net/north_america/united_states_of_america/kentucky/lexington/transylvania_university/holy_order_of_wus/;http://german.alumni.net/north_america/united_states_of_america/kentucky/lexington/transylvania_university/holy_order_of_wus/|/north_america/united_states_of_america/kentucky/lexington/transylvania_university/holy_order_of_wus/||HTTPS;HTTP
3dshots.com|http://3dshots.com/|/||HTTP
banat.ro|http://banat.ro/banat-media/zhang18.htm;http://inter.banat.ro/banat-media/zhang18.htm|/banat-media/zhang18.htm||HTTPS;HTTP
eqhq.com|http://adventurersjournal.eqhq.com/jpage28.htm|/jpage28.htm||HTTPS;HTTP
a-magia.com|http://a-magia.com/;http://www.a-magia.com/|/||HTTPS;HTTP
barrapunto.com|http://barrapunto.com//usr/rvr/01/01/31/0221259.shtml|//usr/rvr/01/01/31/0221259.shtml||HTTPS;HTTP
up.pt|http://www.ncc.up.pt/~mig/dic/htmlmroget/mroget_129.html;http://crazy.fe.up.pt/~feliz/gafanhot.htm|/~mig/dic/htmlmroget/mroget_129.html;/~feliz/gafanhot.htm||HTTPS;HTTP
classicrocktoday.com|http://classicrocktoday.com/|/||HTTP
cheap-cds.com|http://cheap-cds.com/surf/disps/|/surf/disps/||HTTP
cegonha.com|http://cegonha.com/conteudo.html|/conteudo.html||HTTPS;HTTP
centralcal.com|http://centralcal.com/crist5.htm|/crist5.htm||HTTPS;HTTP
ninemsn.com.au|http://communities.ninemsn.com.au/craftwise|/craftwise||HTTP
amphetaminereptile.com|http://amphetaminereptile.com/cat-3.html|/cat-3.html||HTTPS;HTTP
conventhill.com|http://www.conventhill.com/endtimes/irenaeus.htm;http://conventhill.com/endtimes/hippolytus.htm|/endtimes/hippolytus.htm;/endtimes/irenaeus.htm||HTTPS;HTTP
black-magic-night.de|http://black-magic-night.de/|/||HTTP
freeq.com|http://bme.freeq.com/ritual/a00225/ritmyblo.html;http://bme.freeq.com/l;http://www.bme.freeq.com/|/ritual/a00225/ritmyblo.html;/l;/||HTTPS;HTTP
zodiac-horoscope.com|http://chakras-a.zodiac-horoscope.com/chakras.html|/chakras.html||HTTPS;HTTP
candor.com|http://art1.candor.com/barbarian/attila.htm|/barbarian/attila.htm||HTTP
christsbride-min.org|http://www.christsbride-min.org/cbm;http://christsbride-min.org/cbm|/cbm||HTTPS;HTTP
isciii.es|http://cne.isciii.es/ecj/introduccion.htm|/ecj/introduccion.htm||HTTP
topcities.com|http://nibbana.topcities.com/glossary.htm;http://hardtruth.topcities.com/antichristindex.htm;http://annanolanuk.topcities.com/indexorder.html;http://khaos.topcities.com/wwwboard/;http://telescreens.topcities.com/atheist.html|/indexorder.html;/glossary.htm;/wwwboard/;/atheist.html;/antichristindex.htm||HTTPS;HTTP
americanhs.org|http://www.americanhs.org/ah00097.html;http://americanhs.org/io25000.html;http://americanhs.org/contents.html;http://www.americanhs.org/io27000.html;http://americanhs.org/ah00104.html|/io25000.html;/io27000.html;/ah00104.html;/ah00097.html;/contents.html||HTTPS;HTTP
globo.com|http://globorural.globo.com/edic/182/rep_memoria2.htm;http://oglobo.globo.com/megafone/pesquisa.asp?temaid=carne;http://galileu.globo.com/edic/102/universo1.htm;http://crescer.globo.com/edic/ed83/sumario.htm;http://galileu.globo.com/edic/102/hoje2.htm|/megafone/pesquisa.asp?temaid=carne;/edic/182/rep_memoria2.htm;/edic/ed83/sumario.htm;/edic/102/hoje2.htm;/edic/102/universo1.htm||HTTP
cjb.com|http://dracool.cjb.com/ian_hagen/diccionario.html|/ian_hagen/diccionario.html||HTTPS;HTTP
uerj.br|http://fdir.uerj.br/publicacoes/publicacoes/siqueira_castro/sc_1.html;http://www2.uerj.br/~rsirius/boletim/art_02.htm|/publicacoes/publicacoes/siqueira_castro/sc_1.html;/~rsirius/boletim/art_02.htm||HTTPS;HTTP
blogspot.com|http://thebroken.blogspot.com;http://www.diabolicoesinistro.blogspot.com/;http://khaotix.blogspot.com;http://diabolicoesinistro.blogspot.com/|;/||HTTPS;HTTP
unesp.br|http://www.marilia.unesp.br/ensino/pos-grad/mestrado_dout/csociais.htm;http://download.unesp.br/msx/msxbr-l/oct-1996/165.html|/ensino/pos-grad/mestrado_dout/csociais.htm;/msx/msxbr-l/oct-1996/165.html||HTTPS;HTTP
crawlspace.com|http://crimson.crawlspace.com/passage.html|/passage.html||HTTPS;HTTP
sunysb.edu|http://dau.physics.sunysb.edu/~ming/loghlist/9605a/0424.html|/~ming/loghlist/9605a/0424.html||HTTPS;HTTP
harvard.edu|http://dem0nmac.mgh.harvard.edu/forum/spinaldisordersf/1.10.9912.51pmistheanti-christ;http://www.people.fas.harvard.edu/~goldston/play.html|/~goldston/play.html;/forum/spinaldisordersf/1.10.9912.51pmistheanti-christ||HTTPS;HTTP
jcruzeiro.com.br|http://especiais.jcruzeiro.com.br/|/||HTTPS;HTTP
detnews.com|http://detnews.com/1997/discover/9712/04/12010051.htm;http://detnews.com/1999/religion/9901/27/01270008.htm;http://www.detnews.com/1996/menu/nati1130.htm;http://detnews.com/autos/howes/howes990427.htm;http://www.detnews.com/1996/menu/stories/67973.htm|/1997/discover/9712/04/12010051.htm;/1996/menu/nati1130.htm;/1996/menu/stories/67973.htm;/autos/howes/howes990427.htm;/1999/religion/9901/27/01270008.htm||HTTP
envy.nu|http://envy.nu/harlequinade/vampyre/answers.html;http://www.envy.nu/jacinth|/jacinth;/harlequinade/vampyre/answers.html||HTTPS;HTTP
real-time.com|http://crossfire.real-time.com/maps/separate_areas/tower_of_demonology.html;http://www2.real-time.com/rte-crossfire/1994/nov/msg0000|/maps/separate_areas/tower_of_demonology.html;/rte-crossfire/1994/nov/msg0000||HTTPS;HTTP
ttlc.net|http://dns3.ttlc.net/~hellspawn/lilith/antichrist.html|/~hellspawn/lilith/antichrist.html||HTTPS;HTTP
msn.com|http://encarta.msn.com/find/concise.asp?ti=00459000;http://encarta.msn.com/find/concise.asp?ti=01f3a000;http://search.msn.com/results.asp?mt=www.satan.com&co=20&rs=checked&un=doc&form=smcrt;http://slate.msn.com/moviereview/00-05-05/moviereview.asp;http://encarta.msn.com/index/conciseindex/04/00459000.htm?z=1&pg=2&br=1;http://expedia.msn.com/daily/favplaces/march1999/march16-99thailand.asp|/daily/favplaces/march1999/march16-99thailand.asp;/find/concise.asp?ti=01f3a000;/results.asp?mt=www.satan.com&co=20&rs=checked&un=doc&form=smcrt;/find/concise.asp?ti=00459000;/moviereview/00-05-05/moviereview.asp;/index/conciseindex/04/00459000.htm?z=1&pg=2&br=1||HTTPS;HTTP
keenspace.com|http://dan-ed.keenspace.com/bio.html|/bio.html||HTTPS;HTTP
beseen.com|http://mercury.beseen.com/guestbook/m/39614/sign.html;http://mercury.beseen.com/guestbook/c/36523/guestbook.html;http://venus.beseen.com/guestbook/p/160245/guestbook.html;http://earth.beseen.com/guestbook/p/162354/guestbook.html;http://venus.beseen.com/guestbook/h/186993/sign.html;http://venus.beseen.com/guestbook/b/139170/sign.html;http://earth.beseen.com/guestbook/b/139170/guestbook.html;http://earth.beseen.com/guestbook/h/186993/guestbook.html|/guestbook/b/139170/sign.html;/guestbook/p/162354/guestbook.html;/guestbook/c/36523/guestbook.html;/guestbook/p/160245/guestbook.html;/guestbook/h/186993/sign.html;/guestbook/m/39614/sign.html;/guestbook/b/139170/guestbook.html;/guestbook/h/186993/guestbook.html||HTTPS;HTTP
editoraeletronica.net|http://editoraeletronica.net/autor/044/04400500_3.htm;http://www.editoraeletronica.net/autor/025/02500300_4.htm;http://editoraeletronica.net/autor/035/03500100_1.htm|/autor/035/03500100_1.htm;/autor/025/02500300_4.htm;/autor/044/04400500_3.htm||HTTPS;HTTP
mozilla.org|http://directory.mozilla.org/society/subcultures/vampyre|/society/subcultures/vampyre||HTTPS;HTTP
slashcity.net|http://emcity.slashcity.net/bloodletting.html|/bloodletting.html||HTTPS;HTTP
clanpages.com|http://disciples.clanpages.com/sbhistory.html|/sbhistory.html||HTTPS;HTTP
gatech.edu|http://cyberbuzz.gatech.edu/nique/issues/spring1999/4.30.99/eds1.html;http://www.prism.gatech.edu/~gt7364d/lemlinks.html|/nique/issues/spring1999/4.30.99/eds1.html;/~gt7364d/lemlinks.html||HTTPS;HTTP
enquirer.com|http://enquirer.com/editions/2000/05/14/loc_judges_elections_and.html|/editions/2000/05/14/loc_judges_elections_and.html||HTTP
9ug.com|http://dancedeath.9ug.com/azurelight/bloodletting.htm|/azurelight/bloodletting.htm||HTTPS;HTTP
rydia.net|http://faith.rydia.net/|/||HTTP
catholic.net|http://es.catholic.net/lumina/template_articulo.phtml?consecutivo=1495&seccion=8&pag=0&numimagen=0&categoria=74&tema=3;http://us.catholic.net/global_catholic_news/print.phtml?news_id=5764|/lumina/template_articulo.phtml?consecutivo=1495&seccion=8&pag=0&numimagen=0&categoria=74&tema=3;/global_catholic_news/print.phtml?news_id=5764||HTTPS;HTTP
citysearch.com|http://dfw.citysearch.com/e/m/daltx/0000/;http://gottsi.citysearch.com/6.html|/e/m/daltx/0000/;/6.html||HTTP
netscape.com|http://keyword.netscape.com/keyword/satan;http://directory.netscape.com/society/subcultures/vampires|/keyword/satan;/society/subcultures/vampires||HTTPS;HTTP
easynet.co.uk|http://www.easynet.co.uk/ray/gk/fan26.html;http://easyweb.easynet.co.uk/~karlpeter/zeugma/review/nozolino.htm;http://easyweb.easynet.co.uk/~joker/vampires.html;http://hosted.ray.easynet.co.uk/gk/fan26.html|/~joker/vampires.html;/gk/fan26.html;/ray/gk/fan26.html;/~karlpeter/zeugma/review/nozolino.htm||HTTPS;HTTP
ecommercetimes.com|http://ecommercetimes.com/;http://www.ecommercetimes.com/perl/story/8684.html|/perl/story/8684.html;/||HTTPS;HTTP
dreamers.com|http://dreamers.com/hecate/magica/fatuo.htm;http://www.dreamers.com/foros/cine/back/grito239.html;http://dreamers.com/adastra/ad19/analisis/analisis6.htm;http://www.dreamers.com/foros/rol/back/grito43.html;http://necrolibro.dreamers.com/goo.htm;http://menzoberranzan.dreamers.com/drow.htm|/drow.htm;/hecate/magica/fatuo.htm;/adastra/ad19/analisis/analisis6.htm;/foros/rol/back/grito43.html;/goo.htm;/foros/cine/back/grito239.html||HTTPS;HTTP
uchile.cl|http://www.uchile.cl/bioetica/doc/nubiab.htm;http://critica.uchile.cl/narrativa/callado.html;http://www.uchile.cl/facultades/csociales/antropo/rch12-8.htm;http://www.uchile.cl/cyberhumanitatis/cyber14/tx9scasini.html;http://www.uchile.cl/publicaciones/anales/6/documentos4.htm;http://rehue.csociales.uchile.cl/publicaciones/moebio/01/frprin04.htm;http://www.uchile.cl/facultades/filosofia/publicaciones/cyber/cyber14/tx5sbittar.html|/cyberhumanitatis/cyber14/tx9scasini.html;/publicaciones/anales/6/documentos4.htm;/facultades/filosofia/publicaciones/cyber/cyber14/tx5sbittar.html;/narrativa/callado.html;/publicaciones/moebio/01/frprin04.htm;/facultades/csociales/antropo/rch12-8.htm;/bioetica/doc/nubiab.htm||HTTP
espacioluke.com|http://espacioluke.com/2000/diciembre2000/arte.html|/2000/diciembre2000/arte.html||HTTP
usal.es|http://edicion-micro.usal.es/web/haccp99/unidades/documen/documentos/;http://edicion-micro.usal.es/web/haccp99/unidades/curso/uni_02/u2c4s8.htm|/web/haccp99/unidades/curso/uni_02/u2c4s8.htm;/web/haccp99/unidades/documen/documentos/||HTTPS;HTTP
f9.co.uk|http://fp.joshwa.f9.co.uk/_disc2/00000075.htm;http://www.tomcarruthers.f9.co.uk/culinda.htm|/culinda.htm;/_disc2/00000075.htm||HTTPS;HTTP
liu.se|http://www.lysator.liu.se/religion/neopagan/bos.html;http://www.lysator.liu.se/~drokk/bod/toc.html;http://elfwood.lysator.liu.se/loth/n/i/niklas/celt4.jpg.html|/loth/n/i/niklas/celt4.jpg.html;/~drokk/bod/toc.html;/religion/neopagan/bos.html||HTTPS;HTTP
derstandard.at|http://derstandard.at/dyn/textonly/article.asp?channel=webstandard&ressort=netzpolitik&id=615802|/dyn/textonly/article.asp?channel=webstandard&ressort=netzpolitik&id=615802||HTTPS;HTTP
freespeech.org|http://www.freespeech.org/churcholove/hmal.html;http://free.freespeech.org/belial123/linksframegrotto.htm;http://www.freespeech.org/cor/church.html;http://www.freespeech.org/belial123/linksframegrotto.htm;http://www.freespeech.org/amygdala/articles/culture/ripper.htm;http://www.freespeech.org/belial123/belialmain.htm;http://www.freespeech.org/cor/main.html;http://www.freespeech.org/thelordswork/articles/antichri.html|/churcholove/hmal.html;/belial123/linksframegrotto.htm;/cor/main.html;/cor/church.html;/thelordswork/articles/antichri.html;/amygdala/articles/culture/ripper.htm;/belial123/belialmain.htm||HTTPS;HTTP
pitas.com|http://swag.pitas.com/;http://web.pitas.com/lilchrissy/13_11_2000.html;http://ptypes.pitas.com/;http://web.pitas.com/ptypes;http://fortean.pitas.com/|/lilchrissy/13_11_2000.html;/;/ptypes||HTTPS;HTTP
dmoz.org|http://dmoz.org/arts/television/programs/children's/barney/anti_barney;http://dmoz.org/society/religion_and_spirituality/esoteric/thelema/orders;http://dmoz.org/society/religion_and_spirituality/satanism/;http://dmoz.org/world/portugus/educao/histria/moderna/;http://dmoz.org/society/subcultures/vampires;http://dmoz.org/world/portugus/sociedade/religio/paganismo;http://dmoz.org/society/people/otherkin/vampires/|/arts/television/programs/children's/barney/anti_barney;/society/religion_and_spirituality/esoteric/thelema/orders;/world/portugus/educao/histria/moderna/;/society/people/otherkin/vampires/;/society/religion_and_spirituality/satanism/;/society/subcultures/vampires;/world/portugus/sociedade/religio/paganismo||HTTP
uni-mainz.de|http://www.uni-mainz.de/~lustig/hisp/guarani.html;http://frontpage.zdv.uni-mainz.de/romanistik/guarani/guarani.html|/romanistik/guarani/guarani.html;/~lustig/hisp/guarani.html||HTTPS;HTTP
nau.edu|http://www.nau.edu/~hcpo-p/database/commlog.html;http://dana.ucc.nau.edu/~dcf2/index.html|/~dcf2/index.html;/~hcpo-p/database/commlog.html||HTTPS;HTTP
filosofia.org|http://www.filosofia.org/gru/sym/sym014.htm;http://www.filosofia.org/rev/bas/bas21206.htm;http://filosofia.org/gru/ant/ant006.htm;http://www.filosofia.org/gru/ant/ant003.htm;http://www.filosofia.org/hem/dep/rde/re075545.htm;http://www.filosofia.org/gru/ant/ant002.htm|/gru/ant/ant006.htm;/rev/bas/bas21206.htm;/gru/sym/sym014.htm;/hem/dep/rde/re075545.htm;/gru/ant/ant003.htm;/gru/ant/ant002.htm||HTTPS;HTTP
datafellows.com|http://www.datafellows.com/hoaxes/pg-satan.shtml;http://europe.datafellows.com/hoaxes/pg-satan.htm;http://www.asia.datafellows.com/hoaxes/pg-satan.htm|/hoaxes/pg-satan.htm;/hoaxes/pg-satan.shtml||HTTP
cuny.edu|http://depthome.brooklyn.cuny.edu/history/index.htm|/history/index.htm||HTTPS;HTTP
digital.net|http://digital.net/~ironoak/articles/bs941031c.html|/~ironoak/articles/bs941031c.html||HTTP
narod.ru|http://www.bloodbrothers.narod.ru/links.htm;http://www.voltor.narod.ru/vr/vr05_01.htm;http://metal-lyrics.narod.ru/o/overkill00.html;http://diabolic.narod.ru/hist6.htm|/vr/vr05_01.htm;/links.htm;/o/overkill00.html;/hist6.htm||HTTPS;HTTP
excite.com|http://music.excite.com/album/390332;http://enc-dell.excite.com/|/album/390332;/||HTTP
dharma-haven.org|http://dharma-haven.org/tibetan/tibetan-art-of-healing.htm|/tibetan/tibetan-art-of-healing.htm||HTTPS;HTTP
allakhazam.com|http://everquest.allakhazam.com/guildlinks.htm|/guildlinks.htm||HTTPS;HTTP
ezone.org|http://ezone.org/ez/barbie/bhsatan.htm;http://ezone.org/ez/e7/articles/napier/bhsatan.html;http://www.ezone.org/ez/e9/articles/heinrich/blood.html;http://ezone.org/barbie/bhsatan.htm|/ez/e7/articles/napier/bhsatan.html;/barbie/bhsatan.htm;/ez/barbie/bhsatan.htm;/ez/e9/articles/heinrich/blood.html||HTTP
ccgnews.com|http://www.ccgnews.com/articles/pub/ydeck.shtml;http://www.ccgnews.com/articles/wheeler/whyclassicisgood.shtml;http://elysium.ccgnews.com/|/articles/wheeler/whyclassicisgood.shtml;/;/articles/pub/ydeck.shtml||HTTP
uga.edu|http://ensayo.rom.uga.edu/filosofos/argentina/roig/perez7.htm;http://ensayo.rom.uga.edu/antologia/xxa/vasconcelos/|/antologia/xxa/vasconcelos/;/filosofos/argentina/roig/perez7.htm||HTTPS;HTTP
expage.com|http://www.expage.com/page/thelistofkoflexmembers;http://expage.com/page/rockermusic;http://expage.com/page/witchycraft;http://expage.com/page/nicolae;http://expage.com/page/rsewell77;http://expage.com/page/bloodfeast;http://www.expage.com/page/moonlightshamansmain;http://www.expage.com/page/cwovamp;http://www.expage.com/page/abominable;http://www.expage.com/page/castleofnoreturn;http://expage.com/page/runesandmore3;http://www.expage.com/witchycraft;http://www.expage.com/page/badbadbadbad;http://expage.com/page/jonesbats|/page/rsewell77;/witchycraft;/page/runesandmore3;/page/witchycraft;/page/castleofnoreturn;/page/cwovamp;/page/thelistofkoflexmembers;/page/nicolae;/page/abominable;/page/badbadbadbad;/page/jonesbats;/page/bloodfeast;/page/rockermusic;/page/moonlightshamansmain||HTTPS;HTTP
ldfr.com|http://daniel.ldfr.com/words/|/words/||HTTPS;HTTP
monm.edu|http://department.monm.edu/span326/axoltl|/span326/axoltl||HTTPS;HTTP
simplenet.com|http://whiplash.simplenet.com/faqs/acdc.html;http://whiplash.simplenet.com/back.html;http://kodie.simplenet.com/pgnbks.htm;http://www.sugaree.simplenet.com/bloodletting.html;http://daugava.simplenet.com/lop.htm;http://sugaree.simplenet.com/beecher.html;http://jhedge.simplenet.com/story/fiction/dbltake.htm;http://kodie.simplenet.com/kitchen.htm|/pgnbks.htm;/beecher.html;/faqs/acdc.html;/back.html;/kitchen.htm;/lop.htm;/bloodletting.html;/story/fiction/dbltake.htm||HTTPS;HTTP
rootsweb.com|http://freepages.history.rootsweb.com/~catshaman/12indus/02indussym.htm|/~catshaman/12indus/02indussym.htm||HTTP
hampshire.edu|http://espresso.hampshire.edu/~aaron/projects/cds/concrete|/~aaron/projects/cds/concrete||HTTPS;HTTP
deseretbook.com|http://deseretbook.com/products/3980274/index.html;http://www.deseretbook.com/scriptures/bom/alma/alma13.html;http://deseretbook.com/products/3980274/comments.html;http://deseretbook.com/products/3937880/stock.html;http://deseretbook.com/products/3218746/stock.html;http://deseretbook.com/scriptures/bom/alma/alma6.html|/products/3937880/stock.html;/products/3980274/index.html;/scriptures/bom/alma/alma6.html;/products/3218746/stock.html;/scriptures/bom/alma/alma13.html;/products/3980274/comments.html||HTTPS;HTTP
dagobertsrevenge.com|http://dagobertsrevenge.com/carly.html;http://dagobertsrevenge.com/oldones2.html;http://www.dagobertsrevenge.com/articles/mindcontrol.html|/articles/mindcontrol.html;/carly.html;/oldones2.html||HTTP
awa.com|http://da.awa.com/w2/just_say_yes/glossary.html|/w2/just_say_yes/glossary.html||HTTP
diaboli.com|http://swank.diaboli.com/;http://www.diaboli.com/;http://pip.diaboli.com/;http://den.diaboli.com|;/||HTTP
freeservers.com|http://goldmint.freeservers.com/index.html;http://secondcoming.freeservers.com;http://secretcircle.freeservers.com/vampinfo.html;http://spamisgod.freeservers.com/;http://endtime.freeservers.com;http://wrobert.freeservers.com/churchofchrist.html;http://mortos.freeservers.com/magia;http://www.lantravbookcorner.freeservers.com/hypn.html;http://wilcox.freeservers.com/100percent.html|;/index.html;/churchofchrist.html;/hypn.html;/vampinfo.html;/magia;/100percent.html;/||HTTP
crpuzzles.com|http://crpuzzles.com/logic/logic0004s.html;http://crpuzzles.com/logic/logic0004.html|/logic/logic0004.html;/logic/logic0004s.html||HTTPS;HTTP
earthops.org|http://earthops.org/vampyres.html;http://earthops.org/fhvampire.html|/fhvampire.html;/vampyres.html||HTTPS;HTTP
fldemolay.org|http://fldemolay.org/kt/|/kt/||HTTPS;HTTP
sydneylink.com|http://english.sydneylink.com/|/||HTTP
faithweb.com|http://www.noj.faithweb.com;http://nostrodomous.faithweb.com/;http://eth.faithweb.com/maitreya-1.html;http://torri.faithweb.com/catalog.html|;/maitreya-1.html;/;/catalog.html||HTTP
